Index,Latitude,Longitude,2010,2011,2012,2013,2014,2015,2016,2017
39,24.50698,72.04807,54.08869171,91.42770386,61.92598343,56.50045776,72.70835114,61.64720535,68.13217163,78.11170197
40,24.50698,72.12769,44.4982605,56.36858368,46.19569778,50.21803665,59.50357437,59.08083725,87.15248108,86.62328339
41,24.50698,72.20732,53.13540268,91.97341156,91.34283447,64.26483154,76.46427155,66.40801239,98.95579529,92.12915039
42,24.50698,72.28694,75.98052216,136.4320679,104.890274,69.30420685,101.3290024,79.23304749,89.4603653,109.4937744
43,24.50698,72.36657,30.84760094,52.83142471,24.82987785,25.38798332,30.5744915,22.68786812,18.38335991,30.97206688
44,24.50698,72.44619,1.716194034,2.047751188,1.921450496,1.577547193,2.04826355,1.503944874,1.929136515,4.792346954
45,24.50698,72.60544,0.40073213,0.065354608,0.041595265,0.592068553,0.059261009,0.102406286,0.109720692,0.709676743
46,24.50698,72.68507,1.185710669,0.290858418,0.163014114,1.161735535,0.208936796,0.528838873,0.536449432,0.413164586
47,24.42638,71.33144,9.411384583,24.29284286,35.66773224,13.53325558,14.8900156,16.25581741,21.13311577,14.09113312
48,24.42638,71.41106,53.4867363,117.7023849,151.5562897,73.11811829,72.21617126,66.25110626,79.66234589,98.30970764
49,24.42638,71.49069,67.84522247,120.0843353,113.4001923,87.97529602,103.7483292,82.30545807,121.5448074,127.0145798
50,24.42638,71.57031,92.29341125,144.7829895,103.2253647,83.80776215,119.4124603,83.73886108,106.9424896,129.7623901
51,24.42638,71.64994,107.6716156,157.2505341,151.2206421,92.19435883,147.3453827,95.59819031,78.92514801,103.8457642
52,24.42638,71.72956,83.22322083,150.5225983,162.6320648,84.5362854,122.6788254,105.8757401,104.6953964,107.3855286
53,24.42638,71.80919,99.09132385,142.2197571,171.1517944,116.4433823,177.9291992,138.4720612,134.6973419,169.7783661
54,24.42638,71.88882,127.3641663,202.5718842,162.4058533,114.9309692,180.7794189,119.6972504,116.9567261,157.299408
55,24.42638,71.96844,134.515976,147.6309814,111.7145538,112.1261444,166.823822,127.7519913,122.0452118,118.2251968
56,24.42638,72.04807,134.364975,151.4025726,153.2795258,117.8823395,169.5634308,126.5506363,171.2545319,158.2336884
57,24.42638,72.12769,73.74102783,127.8181458,132.7875366,79.09367371,98.46846008,84.92284393,134.3496246,125.4573593
58,24.42638,72.20732,90.24049377,130.0566101,105.9844208,80.94841003,124.8952484,101.5774689,105.8578873,103.5982666
59,24.42638,72.28694,60.56772232,71.13933563,70.91751862,49.94307327,80.30313873,62.77414322,89.86942291,86.81983948
60,24.42638,72.36657,57.37684631,80.09165955,66.688797,49.99824905,85.70508575,61.82358551,68.56171417,82.80084991
61,24.42638,72.44619,11.39565468,11.05320549,11.50044918,10.9434576,18.05771255,17.90370178,20.19329834,15.02862358
62,24.42638,72.52582,4.738157749,13.58475876,5.365433693,4.897316933,5.494883537,4.158436298,9.653676033,11.84801197
63,24.42638,72.60544,30.51318932,24.93689728,16.44616127,22.35824394,32.88882446,13.4871397,17.03986931,27.44405746
64,24.42638,72.68507,13.23116207,12.37281322,8.35128212,13.30931377,11.64479828,6.786065578,7.286772728,10.78946877
65,24.42638,73.00357,2.702456951,2.51724267,2.162627697,2.643449783,2.354780912,5.998182774,5.554096222,7.666985989
66,24.42638,73.08319,6.119395733,5.490049839,4.758146286,5.326426506,5.659874439,7.116559029,6.31090641,8.807272911
67,24.42638,73.16282,0.386530042,0.374552101,0.382144392,0.341405749,0.429923296,0.409600526,0.384940833,0.482097477
68,24.34578,71.25181,0.134468749,0.098080575,0.045156892,0.267338514,0.046126105,0.210775658,0.202268958,0.015550368
69,24.34578,71.33144,4.911758423,7.292259693,7.420654774,5.711229801,6.373944283,7.979341507,10.07473373,5.716173172
70,24.34578,71.41106,92.46127319,105.1769257,93.65325165,77.46888733,115.1833115,96.92246246,107.5643158,107.6742859
71,24.34578,71.49069,93.44713593,123.6649933,111.2172928,84.48323059,110.473671,87.33312988,137.4429321,138.6842041
72,24.34578,71.57031,84.33163452,139.6041718,129.4471436,79.21154785,102.0462418,83.87095642,111.0048981,141.0565948
73,24.34578,71.64994,92.72156525,196.2896881,183.1881714,98.64025116,134.0859222,106.6130524,82.23817444,113.957489
74,24.34578,71.72956,116.8768768,174.1825714,191.7445831,120.1810532,199.7206573,138.8439636,146.8779297,156.1511841
75,24.34578,71.80919,161.7230072,215.266922,206.8876801,139.7307739,249.2931213,165.1207123,175.9665833,194.9480438
76,24.34578,71.88882,156.6812439,179.7835236,166.6686401,116.3335648,186.4660797,120.2639618,105.6868515,130.4949036
77,24.34578,71.96844,104.4928513,101.8490372,95.13104248,86.54677582,132.5445862,92.7651825,105.946846,113.7386398
78,24.34578,72.04807,156.5196533,167.6985931,176.7041168,134.7086029,208.4102325,149.1799622,184.9528809,195.5219574
79,24.34578,72.12769,125.321701,183.729187,174.5625,132.3222809,157.7567749,127.7015457,190.0127106,196.9147797
80,24.34578,72.20732,97.76548004,112.9788132,95.01976013,83.68985748,125.4117661,91.79203796,104.5958786,125.0444336
81,24.34578,72.28694,26.56175041,42.23124695,36.45499039,25.28469276,39.73748398,35.210392,32.40374374,40.5798645
82,24.34578,72.36657,29.05064201,52.92518997,48.45821381,26.64902878,53.5811348,41.99397278,44.45841599,56.74629593
83,24.34578,72.44619,26.89700508,40.1569519,37.93455887,21.82702637,39.90808868,26.26771736,24.62424278,26.85098839
84,24.34578,72.52582,42.6721077,88.76748657,91.65637207,47.75086212,66.42662811,49.20088577,81.50495148,94.62962341
85,24.34578,72.60544,30.7830658,29.40364456,27.65350533,24.41407394,34.22935104,18.50027275,36.60828018,46.91526413
86,24.34578,72.68507,8.128576279,7.71605444,6.469609737,6.062915325,8.949343681,6.22582674,4.748322487,6.853166103
87,24.34578,73.00357,6.069386959,7.609459877,5.953918457,6.397179127,5.630738735,15.96503353,15.40928078,20.91970634
88,24.34578,73.08319,40.56517792,39.57115936,34.73072433,29.17051888,40.89677429,44.52288437,40.54199219,54.29769897
89,24.34578,73.16282,8.164513588,7.850216866,7.618523598,6.450620174,8.751590729,8.500757217,7.925868988,10.19478226
90,24.34578,73.24244,0.111496143,0.108491041,0.122955076,0.121985063,0.132167965,0.122253537,0.119215943,0.135203227
91,24.26518,71.25181,0.713384688,0.601225495,0.591967762,0.938104451,0.973053575,1.584247351,2.279833794,0.626044393
92,24.26518,71.33144,33.02660751,27.67250824,27.18237877,34.75081635,45.98116302,49.39732361,67.28372192,46.32011795
93,24.26518,71.41106,131.5767822,123.1771545,120.7050476,110.5631714,175.4810028,142.9302673,145.1119995,152.3161774
94,24.26518,71.49069,107.4426956,112.8004532,102.9759216,94.07792664,139.811615,109.446579,130.7917175,139.0729065
95,24.26518,71.57031,66.1418457,94.07674408,95.23552704,61.84368515,97.59500122,71.24417877,81.56676483,105.926712
96,24.26518,71.64994,91.01392365,194.977951,178.6150513,101.538414,134.967926,108.897171,134.9612427,145.2462921
97,24.26518,71.72956,110.8129807,164.7277069,157.3167419,115.1308517,183.6796875,137.2090302,146.020462,183.8696899
98,24.26518,71.80919,112.7805557,127.252861,139.5270996,92.75467682,151.7894592,104.9245529,119.6346588,144.9039764
99,24.26518,71.88882,121.9540329,126.9577255,122.6213608,94.64478302,148.229187,110.4136658,128.3256989,136.7478638
100,24.26518,71.96844,128.8188629,149.5000458,139.1442566,93.88853455,158.3120422,116.8316879,105.806015,116.9093552
101,24.26518,72.04807,133.9694977,204.7648468,201.4073486,135.1744232,201.9656982,180.0136261,205.4166565,180.9903107
102,24.26518,72.12769,117.6083984,155.5405579,147.779129,112.5252304,165.7159576,136.7687988,152.3192291,167.2925262
103,24.26518,72.20732,100.5573578,115.3336639,132.9010773,83.85360718,121.5186615,94.67688751,111.9432449,129.1743469
104,24.26518,72.28694,91.23011017,170.024765,193.1950989,100.0599365,130.0299683,113.2674332,120.0983582,130.3553925
105,24.26518,72.36657,108.0983429,175.9430389,194.1021118,114.5741806,157.2995148,136.6082001,135.9729614,157.3833618
106,24.26518,72.44619,119.033165,133.3392487,166.2667847,94.14122009,134.6774139,101.6419754,120.925354,122.8026886
107,24.26518,72.52582,83.11767578,67.69569397,67.06076813,61.71843719,94.15476227,64.53668213,76.86956787,82.78088379
108,24.26518,72.60544,5.906249046,5.7738657,5.144875526,4.708918571,7.643323898,6.754850864,7.838918209,7.137349129
109,24.26518,72.68507,24.74891472,14.15715313,9.91640377,11.20400333,23.69096184,17.88263893,4.428684711,4.934292316
110,24.26518,72.76469,2.792935848,21.05884171,2.05422473,4.053825378,5.654908657,4.609174252,2.739300489,3.229728699
111,24.26518,72.84432,4.96349144,4.260165691,4.557436466,4.801496029,5.927659035,3.858591557,4.157647133,15.79227734
112,24.26518,72.92394,1.711058736,15.7094698,13.84945488,4.00783968,4.241393089,3.430053711,3.161423683,6.577589035
113,24.26518,73.00357,18.04955673,43.79933929,23.27570724,16.08563042,19.71180153,20.67221069,16.89801979,23.77198601
114,24.26518,73.08319,16.32641792,27.1162529,13.23817062,12.4494915,15.7912302,17.77651024,14.68091011,19.56223297
115,24.26518,73.16282,1.258674383,1.1789217,1.125622272,0.95429337,1.292408347,1.291556001,1.246860504,1.504247665
116,24.26518,73.24244,0.022565609,0.021957409,0.024884773,0.024688452,0.026749361,0.02474279,0.024128012,0.027363665
117,24.18458,71.25181,0.179722741,0.30527845,0.231304839,0.187772781,0.360107899,0.361097246,0.503151417,0.349466383
118,24.18458,71.33144,16.63981056,18.98964691,19.2206974,17.1956749,24.37080193,19.24116325,27.29929161,35.21870804
119,24.18458,71.41106,74.2911911,105.337471,110.3095779,77.57389832,118.5212555,84.62638855,86.87517548,113.196434
120,24.18458,71.49069,54.41710663,111.1421509,89.75623322,65.83407593,96.32026672,71.40578461,76.58735657,89.16621399
121,24.18458,71.57031,114.8388214,124.5436172,107.4382324,88.03704071,137.5355377,101.6054306,91.90005493,108.809494
122,24.18458,71.64994,148.4011536,180.168457,179.9610901,122.9957199,181.317215,153.8673553,191.9453583,171.5373688
123,24.18458,71.72956,98.70885468,134.9765778,125.2895279,99.27937317,133.5585327,113.5824432,148.6882935,183.2661438
124,24.18458,71.80919,124.6136627,151.7163239,146.0024719,119.2017288,161.8920135,126.7525482,162.8243713,170.8679352
125,24.18458,71.88882,129.0076599,144.1429291,140.8255005,98.82266235,172.8634491,120.5480194,113.1793442,141.1546783
126,24.18458,71.96844,138.5014648,180.0266266,149.1068573,108.0164032,175.5168304,131.4198151,104.2264252,131.0609283
127,24.18458,72.04807,101.4038315,161.1230011,142.5470123,91.44887543,129.5114594,105.2286682,107.4253693,138.5220795
128,24.18458,72.12769,119.6268387,148.326828,127.2850876,98.91383362,163.3402863,126.280899,122.7035599,136.6256561
129,24.18458,72.20732,153.3703918,176.5397949,180.2420654,145.1348419,192.7607422,129.0245972,171.1621246,168.8720398
130,24.18458,72.28694,125.2544098,179.4670868,208.0571594,121.5135345,176.9276581,136.1640015,172.4556274,141.5595703
131,24.18458,72.36657,170.115921,194.2486115,190.5301514,121.9963074,191.7315369,129.5179443,121.1520462,115.7618637
132,24.18458,72.44619,138.4901581,129.5207214,148.2562256,102.2249603,155.7644958,111.6328278,116.3170166,123.6251831
133,24.18458,72.52582,155.2005005,111.8021393,143.2215576,103.5709381,172.3664703,112.5429382,137.3099365,126.1059418
134,24.18458,72.60544,35.46909332,26.76696014,31.66221046,28.13087654,46.55523682,37.4392128,41.44767761,42.13396835
135,24.18458,72.68507,59.63713455,78.58428192,50.22048569,38.42025375,61.65077591,38.32888412,32.43967819,39.59317398
136,24.18458,72.76469,23.79245949,43.99020386,35.19226456,19.79203033,34.81444931,22.22959709,13.58442211,12.1801033
137,24.18458,72.84432,5.364243507,5.642663956,5.446231842,4.657243729,5.890789509,4.060118675,4.311011314,12.35194397
138,24.18458,72.92394,23.2009449,34.97964478,32.9454422,19.60955811,27.12891388,21.51421356,15.69056034,21.07473183
139,24.18458,73.00357,39.95100784,49.75353241,37.44543076,30.52298546,42.8228569,41.80851746,32.73752594,48.78304672
140,24.18458,73.08319,8.969090462,8.875325203,7.554305077,6.493265629,9.218031883,9.547883987,7.999215126,10.64581394
141,24.18458,73.16282,1.337944508,0.465038896,1.046370625,0.816510975,1.148607731,1.537455916,1.359749794,1.382446408
142,24.10398,71.25181,1.460566998,0.60218817,0.5735659,0.615458906,1.250152588,0.924794078,0.124872155,0.149366528
143,24.10398,71.33144,38.58217239,31.48441315,32.94849014,26.08287239,37.64664841,28.63319016,22.72537613,36.00440216
144,24.10398,71.41106,86.58426666,113.733551,112.4627762,71.47174835,95.09507751,69.28784943,68.88343048,98.1884613
145,24.10398,71.49069,99.03591919,159.3027191,144.5300751,91.1451416,117.6062698,85.49980164,98.13755798,106.1767654
146,24.10398,71.57031,115.0405884,142.916626,117.4222488,107.9424896,146.0537109,111.7620926,115.1078415,129.9741364
147,24.10398,71.64994,150.9449768,171.4714203,153.5043793,117.9235458,191.2960815,155.5553894,180.4755249,156.9267731
148,24.10398,71.72956,96.73196411,101.4980545,88.08963776,84.39001465,123.059227,98.28688812,123.106781,145.0750732
149,24.10398,71.80919,129.9625397,192.1446686,147.3223419,111.2567444,141.4656982,106.182312,113.2643967,134.1369324
150,24.10398,71.88882,121.4242935,191.7597198,161.0016022,102.1031494,163.2820282,116.9960327,104.2941895,127.6153336
151,24.10398,71.96844,145.104126,152.3790894,138.8297882,110.3297424,172.4319611,117.3477173,107.3399887,121.4202271
152,24.10398,72.04807,96.14881897,104.4567719,95.46399689,81.97078705,115.5280151,91.00737762,103.4245148,138.2086182
153,24.10398,72.12769,137.2093353,148.6614227,126.4198761,118.9100876,197.6619873,135.8282318,148.483902,155.6689911
154,24.10398,72.20732,137.2941895,180.027832,199.0240173,128.0359039,220.9834442,146.3134003,145.8826752,143.8796997
155,24.10398,72.28694,161.2624969,167.6821136,185.2306061,127.3178177,212.4936371,152.8638306,187.5516357,170.126709
156,24.10398,72.36657,155.5940399,181.7397919,182.6336517,120.9790497,179.9334106,131.2779541,159.8933868,91.89781189
157,24.10398,72.44619,101.4352798,194.785553,206.6387329,109.2963638,168.6004333,137.776947,121.9780197,105.3115234
158,24.10398,72.52582,176.3327942,138.8476105,143.6248016,134.3530884,217.7938385,150.0684662,154.5346527,158.7888031
159,24.10398,72.60544,89.72951508,124.3300018,104.5806198,91.33813477,111.4915771,87.35991669,113.4594116,126.2895279
160,24.10398,72.68507,49.95343781,70.33981323,67.98714447,44.49177933,57.19013977,34.9853096,52.03762817,55.85652542
161,24.10398,72.76469,14.67958069,21.4127655,17.98662567,10.95226479,15.63776493,9.025134087,13.64055061,9.252446175
162,24.10398,72.84432,5.111777782,16.58093834,8.057104111,7.309072018,6.259638786,7.801816463,6.533536434,12.96606541
163,24.10398,72.92394,35.6628952,111.909317,77.64785767,37.61820221,56.42264557,50.633358,39.75804901,64.16640472
164,24.10398,73.00357,146.6926727,237.8630371,189.1825562,126.9100723,204.3791809,186.2492371,147.3981476,222.7754669
165,24.10398,73.08319,60.84778595,55.7368927,66.85637665,53.18182373,71.14476776,72.0239563,56.78524017,88.99315643
166,24.10398,73.16282,18.50143433,15.85210419,18.72842216,17.61686134,18.44279099,33.88718033,18.57211113,45.3204689
167,24.10398,73.24244,0.056774892,0.064084746,0.142254949,0.154933393,0.159260422,0.161367342,0.113708384,0.182901353
168,24.02338,71.25181,0.492370903,0.158731967,0.192837179,0.248353437,0.532613754,0.457545578,0.227265343,0.29273501
169,24.02338,71.33144,17.64712143,10.63351345,13.5330286,13.94803047,24.39400864,22.03995705,10.34274769,14.67100716
170,24.02338,71.41106,46.9407959,53.72417068,55.1377449,48.0465126,65.55076599,60.13276672,66.18644714,71.1669693
171,24.02338,71.49069,64.06253815,74.04875183,76.99287415,67.34507751,85.97138977,77.69321442,80.97315979,100.866188
172,24.02338,71.57031,61.01239395,98.2009964,93.48431396,74.18595123,100.1730728,75.08264923,94.60448456,108.519989
173,24.02338,71.64994,100.6525345,132.1091003,135.8941956,91.13739777,133.553299,111.7831039,138.2851868,182.9430084
174,24.02338,71.72956,100.6131897,162.6656647,163.154541,97.57128143,130.8813629,101.498024,116.4896393,135.4997101
175,24.02338,71.80919,110.0574036,158.2734222,145.5042114,103.13694,138.6772614,104.6356964,98.44128418,131.3334961
176,24.02338,71.88882,90.54636383,140.1990662,168.3584137,89.94189453,114.8610764,96.55979919,100.2322159,142.3753815
177,24.02338,71.96844,107.459938,139.1962128,123.2019806,85.47090149,140.5102386,107.6341705,85.82730865,128.5349579
178,24.02338,72.04807,150.4431,134.6263275,131.1772919,125.3861847,185.4704895,140.8868561,129.9441833,175.7979279
179,24.02338,72.12769,166.755249,150.7717743,143.1118011,143.4872131,199.3234558,175.9895935,151.2842712,158.5068817
180,24.02338,72.20732,220.8978119,263.124176,250.1338806,205.3321381,284.6741638,223.2798004,233.8404541,162.2866821
181,24.02338,72.28694,188.7124481,197.035553,175.4804535,186.8496552,246.8750305,185.7215424,189.4533081,122.1563416
182,24.02338,72.36657,81.68445587,114.0098953,113.0594101,83.38008881,106.8331223,84.90007019,103.7267075,100.2534485
183,24.02338,72.44619,73.61804199,144.5341797,132.8311005,83.30871582,101.0534058,80.02519989,96.38908386,138.040802
184,24.02338,72.52582,85.25553894,115.9958496,102.2825623,71.59802246,106.5031967,82.79013062,91.58674622,103.1646423
185,24.02338,72.60544,68.41625977,87.48889923,88.75119019,65.35511017,84.89279175,64.20279694,74.76029205,105.9392624
186,24.02338,72.68507,81.46664429,109.7702713,106.352211,88.86216736,91.31321716,76.90485382,86.84681702,81.05997467
187,24.02338,72.76469,49.51327133,50.26810837,56.96717453,43.29069901,51.95682526,47.05995178,54.20262527,51.33435059
188,24.02338,72.84432,11.6736002,9.498497009,6.039274693,8.326727867,13.97561169,9.458246231,10.80574608,11.97006607
189,24.02338,72.92394,51.21702576,65.72858429,58.80121613,50.2612915,67.46961975,68.05503845,57.79403687,81.55654907
190,24.02338,73.00357,143.1551208,186.425705,164.8046417,146.0496826,193.8048706,190.7437744,163.2382813,247.2981262
191,24.02338,73.08319,104.7253799,152.0772095,128.8966522,112.0930023,158.7171326,149.0122681,132.4516449,212.3317413
192,24.02338,73.16282,34.25257492,66.46178436,47.40895844,37.5332489,54.90767288,48.72283936,42.52004623,67.51837921
193,24.02338,73.24244,15.45640469,21.94799614,15.2392664,13.94628716,18.05070114,18.71659279,14.53844547,26.28730583
194,24.02338,73.32207,3.236967087,2.844021082,2.27288413,2.228811741,0.946101964,4.921449184,0.822723806,2.523113728
195,24.02338,73.40169,2.469320297,4.010879993,3.621429443,1.885837197,2.110355616,2.941268444,1.777042985,0.873432159
196,23.94278,70.13706,0.128129423,0.153864831,0.330317199,0.405885488,0.335900962,0.493162334,0.445713103,0.449407101
197,23.94278,70.21669,0.615225494,0.736177444,1.549450159,1.904106736,1.576344609,2.307944536,2.197580576,2.11455965
198,23.94278,70.37594,3.326787472,4.920331955,5.311813831,3.804834127,5.648848534,0.636702001,3.503159523,3.105299473
199,23.94278,70.45556,10.70241737,6.431518555,6.786144733,12.33134365,7.116882324,1.106029749,11.60707664,10.13978958
200,23.94278,70.53519,20.94704056,21.9497261,22.93322945,25.97621346,24.30145264,7.417231083,24.52610588,22.70275307
201,23.94278,70.61481,17.6890316,19.36776924,25.75029945,23.36600685,21.60001755,10.93160057,19.66996193,19.43131065
202,23.94278,70.69444,3.320290327,16.32283211,14.85399914,3.386930227,19.28306198,2.776427031,1.750700951,3.529881239
203,23.94278,70.77406,0.011721482,0.012694484,0.010915131,0.013507845,0.011470051,0.013459636,0.012359673,0.018269841
204,23.94278,70.85369,0.016251691,0.017600747,0.015133696,0.018728463,0.015903084,0.01866162,0.017136535,0.02533091
205,23.94278,71.01294,0.009632765,0.009343459,0.010153416,0.009493549,0.008573558,0.007803712,0.007988976,0.003815529
206,23.94278,71.09256,0.281953663,0.273485571,0.297193229,0.277878761,0.250950366,0.228416771,0.233839497,0.111681551
207,23.94278,71.25181,1.55587852,4.331894875,0.559488118,0.77076298,0.930750191,1.145197034,1.227373004,1.758925557
208,23.94278,71.33144,56.17055893,73.61203003,64.96041107,56.79146576,98.01053619,89.08625793,62.6873703,61.5025177
209,23.94278,71.41106,62.24466324,76.02780151,65.91744995,59.12537003,86.09640503,72.21533203,73.52214813,63.92142868
210,23.94278,71.49069,64.85971069,81.29608154,84.63939667,56.86529541,99.68264008,82.14568329,56.83067322,52.99069595
211,23.94278,71.57031,100.4975281,95.38343048,121.6013107,90.68237305,132.7329407,113.3448944,86.20354462,72.32417297
212,23.94278,71.64994,259.8173523,246.3909302,299.0232849,244.5415192,364.3587341,294.2783508,225.2473145,204.9458618
213,23.94278,71.72956,146.0149078,169.5933685,172.0663757,118.1574249,221.8300781,162.0353088,120.4137115,130.9098663
214,23.94278,71.80919,80.66906738,163.0040894,142.636734,76.18592072,109.1140976,90.30066681,87.45545959,98.72634888
215,23.94278,71.88882,59.76913071,80.62252045,85.17234039,57.35716629,71.6107254,66.32192993,78.60237122,65.03607178
216,23.94278,71.96844,148.1215973,208.3168793,167.7937927,109.9917984,171.7901154,161.3927002,113.1107788,104.1329498
217,23.94278,72.04807,166.440506,166.2261658,176.1655121,142.68396,218.5148926,186.4999237,152.0676575,67.24033356
218,23.94278,72.12769,188.7158966,183.9277039,179.5925598,208.5943756,243.2590485,178.3708344,200.9892578,119.0145569
219,23.94278,72.20732,209.4055328,271.3467407,253.7767792,208.9197845,286.2153625,242.4182129,229.8771515,149.5229034
220,23.94278,72.28694,181.0593414,180.2878876,172.6421509,200.1840363,228.5467682,180.3750153,216.9797668,126.4392242
221,23.94278,72.36657,148.6729584,158.0491333,162.4886322,189.2000427,193.2610168,173.1329498,165.5124817,153.4342041
222,23.94278,72.44619,117.5434189,143.6200104,129.7485199,157.4234924,154.8072968,139.6318817,156.1529999,135.4089661
223,23.94278,72.52582,138.416687,165.4551849,140.4981537,143.6228485,162.1951447,149.5597839,148.5562744,166.2967377
224,23.94278,72.60544,128.0084991,197.6204834,205.7661896,122.6795654,152.0623627,153.7569122,145.0536957,147.2796021
225,23.94278,72.68507,216.7034607,321.6196289,323.1130066,236.6167145,231.8634186,239.0527039,200.3004761,165.9792786
226,23.94278,72.76469,114.3672104,122.9862595,128.8697205,107.1954193,136.8288422,109.312561,101.1976852,112.9093475
227,23.94278,72.84432,72.80567932,95.17203522,80.67860413,65.72058105,92.54569244,105.9428482,87.95175171,118.9479828
228,23.94278,72.92394,128.1355286,153.9808197,143.2866974,125.8085938,163.0684204,173.3945618,138.9411163,188.521225
229,23.94278,73.00357,192.5388336,287.4446716,225.7077026,182.4958801,276.5028687,261.2190857,239.0116425,323.9016418
230,23.94278,73.08319,157.9092102,308.1205139,249.3468323,160.381134,312.2577515,248.826767,264.650238,262.7055969
231,23.94278,73.16282,44.75410843,95.03947449,74.66028595,51.98905945,88.62236023,65.62363434,66.86040497,95.58372498
232,23.94278,73.24244,16.00311089,16.27012634,14.75140476,13.0692091,16.05644989,19.05258942,13.25852489,27.70331192
