Index,Latitude,Longitude,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
69,24.34578,71.33144,4.911758,7.29226,7.420655,5.71123,6.373944,7.979342,10.07473,5.716173,7.464494,8.465619
70,24.34578,71.41106,92.46127,105.1769,93.65325,77.46889,115.1833,96.92246,107.5643,107.6743,112.7926,109.952
71,24.34578,71.49069,93.44714,123.665,111.2173,84.48323,110.4737,87.33313,137.4429,138.6842,138.6439,134.7003
72,24.34578,71.57031,84.33163,139.6042,129.4471,79.21155,102.0462,83.87096,111.0049,141.0566,132.2049,131.8554
73,24.34578,71.64994,92.72157,196.2897,183.1882,98.64025,134.0859,106.6131,82.23817,113.9575,169.4273,122.4095
74,24.34578,71.72956,116.8769,174.1826,191.7446,120.1811,199.7207,138.844,146.8779,156.1512,162.6285,146.0125
75,24.34578,71.80919,161.723,215.2669,206.8877,139.7308,249.2931,165.1207,175.9666,194.948,172.352,149.4537
76,24.34578,71.88882,156.6812,179.7835,166.6686,116.3336,186.4661,120.264,105.6869,130.4949,128.218,121.6921
77,24.34578,71.96844,104.4929,101.849,95.13104,86.54678,132.5446,92.76518,105.9468,113.7386,116.6134,107.4592
78,24.34578,72.04807,156.5197,167.6986,176.7041,134.7086,208.4102,149.18,184.9529,195.522,156.3941,134.3752
79,24.34578,72.12769,125.3217,183.7292,174.5625,132.3223,157.7568,127.7015,190.0127,196.9148,123.3793,108.4067
80,24.34578,72.20732,97.76548,112.9788,95.01976,83.68986,125.4118,91.79204,104.5959,125.0444,113.8668,106.9987
81,24.34578,72.28694,26.56175,42.23125,36.45499,25.28469,39.73748,35.21039,32.40374,40.57986,49.07628,48.17424
82,24.34578,72.36657,29.05064,52.92519,48.45821,26.64903,53.58113,41.99397,44.45842,56.7463,70.66067,69.57578
83,24.34578,72.44619,26.89701,40.15695,37.93456,21.82703,39.90809,26.26772,24.62424,26.85099,43.51608,45.25031
84,24.34578,72.52582,42.67211,88.76749,91.65637,47.75086,66.42663,49.20089,81.50495,94.62962,91.22088,80.39475
85,24.34578,72.60544,30.78307,29.40364,27.65351,24.41407,34.22935,18.50027,36.60828,46.91526,40.86085,42.12867
86,24.34578,72.68507,8.128576,7.716054,6.46961,6.062915,8.949344,6.225827,4.748322,6.853166,8.271787,8.199967
87,24.34578,73.00357,6.069387,7.60946,5.953918,6.397179,5.630739,15.96503,15.40928,20.91971,20.22965,16.62442
88,24.34578,73.08319,40.56518,39.57116,34.73072,29.17052,40.89677,44.52288,40.54199,54.2977,55.88537,53.37231
89,24.34578,73.16282,8.164514,7.850217,7.618524,6.45062,8.751591,8.500757,7.925869,10.19478,10.90173,12.44158
90,24.34578,73.24244,0.111496,0.108491,0.122955,0.121985,0.132168,0.122254,0.119216,0.135203,-0.07859,0.236437
91,24.26518,71.25181,0.713385,0.601225,0.591968,0.938104,0.973054,1.584247,2.279834,0.626044,0.952315,1.125693
92,24.26518,71.33144,33.02661,27.67251,27.18238,34.75082,45.98116,49.39732,67.28372,46.32012,42.63111,49.49268
93,24.26518,71.41106,131.5768,123.1772,120.705,110.5632,175.481,142.9303,145.112,152.3162,164.6032,152.7768
94,24.26518,71.49069,107.4427,112.8005,102.9759,94.07793,139.8116,109.4466,130.7917,139.0729,143.0628,134.708
95,24.26518,71.57031,66.14185,94.07674,95.23553,61.84369,97.595,71.24418,81.56676,105.9267,111.5724,105.4615
96,24.26518,71.64994,91.01392,194.978,178.6151,101.5384,134.9679,108.8972,134.9612,145.2463,181.5112,150.027
97,24.26518,71.72956,110.813,164.7277,157.3167,115.1309,183.6797,137.209,146.0205,183.8697,178.7347,152.0617
98,24.26518,71.80919,112.7806,127.2529,139.5271,92.75468,151.7895,104.9246,119.6347,144.904,154.8522,130.8571
99,24.26518,71.88882,121.954,126.9577,122.6214,94.64478,148.2292,110.4137,128.3257,136.7479,142.2292,133.2812
100,24.26518,71.96844,128.8189,149.5,139.1443,93.88853,158.312,116.8317,105.806,116.9094,133.5609,128.552
101,24.26518,72.04807,133.9695,204.7648,201.4073,135.1744,201.9657,180.0136,205.4167,180.9903,161.5137,131.9775
102,24.26518,72.12769,117.6084,155.5406,147.7791,112.5252,165.716,136.7688,152.3192,167.2925,172.8962,164.6008
103,24.26518,72.20732,100.5574,115.3337,132.9011,83.85361,121.5187,94.67689,111.9432,129.1743,133.6192,130.0163
104,24.26518,72.28694,91.23011,170.0248,193.1951,100.0599,130.03,113.2674,120.0984,130.3554,170.0864,139.4442
105,24.26518,72.36657,108.0983,175.943,194.1021,114.5742,157.2995,136.6082,135.973,157.3834,158.9323,146.7009
106,24.26518,72.44619,119.0332,133.3392,166.2668,94.14122,134.6774,101.642,120.9254,122.8027,132.2959,129.7648
107,24.26518,72.52582,83.11768,67.69569,67.06077,61.71844,94.15476,64.53668,76.86957,82.78088,87.11726,84.26951
108,24.26518,72.60544,5.906249,5.773866,5.144876,4.708919,7.643324,6.754851,7.838918,7.137349,8.195845,8.199967
109,24.26518,72.68507,24.74891,14.15715,9.916404,11.204,23.69096,17.88264,4.428685,4.934292,7.743128,11.8519
110,24.26518,72.76469,2.792936,21.05884,2.054225,4.053825,5.654909,4.609174,2.7393,3.229729,10.50571,7.173996
111,24.26518,72.84432,4.963491,4.260166,4.557436,4.801496,5.927659,3.858592,4.157647,15.79228,11.82334,7.651353
112,24.26518,72.92394,1.711059,15.70947,13.84945,4.00784,4.241393,3.430054,3.161424,6.577589,11.13103,10.24632
113,24.26518,73.00357,18.04956,43.79934,23.27571,16.08563,19.7118,20.67221,16.89802,23.77199,40.54358,35.52345
114,24.26518,73.08319,16.32642,27.11625,13.23817,12.44949,15.79123,17.77651,14.68091,19.56223,24.55868,20.60324
115,24.26518,73.16282,1.258674,1.178922,1.125622,0.954293,1.292408,1.291556,1.246861,1.504248,2.463252,2.66003
116,24.26518,73.24244,0.022566,0.021957,0.024885,0.024688,0.026749,0.024743,0.024128,0.027364,-0.47456,0.236437
117,24.18458,71.25181,0.179723,0.305278,0.231305,0.187773,0.360108,0.361097,0.503151,0.349466,0.310292,0.589933
118,24.18458,71.33144,16.63981,18.98965,19.2207,17.19567,24.3708,19.24116,27.29929,35.21871,29.99532,30.82113
119,24.18458,71.41106,74.29119,105.3375,110.3096,77.5739,118.5213,84.62639,86.87518,113.1964,119.1266,112.0202
120,24.18458,71.49069,54.41711,111.1422,89.75623,65.83408,96.32027,71.40578,76.58736,89.16621,103.1806,101.9383
121,24.18458,71.57031,114.8388,124.5436,107.4382,88.03704,137.5355,101.6054,91.90005,108.8095,127.6903,116.1639
122,24.18458,71.64994,148.4012,180.1685,179.9611,122.9957,181.3172,153.8674,191.9454,171.5374,131.7622,112.1899
123,24.18458,71.72956,98.70885,134.9766,125.2895,99.27937,133.5585,113.5824,148.6883,183.2661,164.095,129.0841
124,24.18458,71.80919,124.6137,151.7163,146.0025,119.2017,161.892,126.7525,162.8244,170.8679,146.8627,125.9922
125,24.18458,71.88882,129.0077,144.1429,140.8255,98.82266,172.8634,120.548,113.1793,141.1547,153.9616,131.7506
126,24.18458,71.96844,138.5015,180.0266,149.1069,108.0164,175.5168,131.4198,104.2264,131.0609,149.4831,139.6421
127,24.18458,72.04807,101.4038,161.123,142.547,91.44888,129.5115,105.2287,107.4254,138.5221,143.6143,130.5953
128,24.18458,72.12769,119.6268,148.3268,127.2851,98.91383,163.3403,126.2809,122.7036,136.6257,146.5358,134.7639
129,24.18458,72.20732,153.3704,176.5398,180.2421,145.1348,192.7607,129.0246,171.1621,168.872,130.7353,109.7156
130,24.18458,72.28694,125.2544,179.4671,208.0572,121.5135,176.9277,136.164,172.4556,141.5596,130.3919,116.3141
131,24.18458,72.36657,170.1159,194.2486,190.5302,121.9963,191.7315,129.5179,121.152,115.7619,141.978,136.1758
132,24.18458,72.44619,138.4902,129.5207,148.2562,102.225,155.7645,111.6328,116.317,123.6252,133.4593,125.5081
133,24.18458,72.52582,155.2005,111.8021,143.2216,103.5709,172.3665,112.5429,137.3099,126.1059,141.9665,137.4301
134,24.18458,72.60544,35.46909,26.76696,31.66221,28.13088,46.55524,37.43921,41.44768,42.13397,40.44059,39.27131
135,24.18458,72.68507,59.63713,78.58428,50.22049,38.42025,61.65078,38.32888,32.43968,39.59317,72.80877,46.12858
136,24.18458,72.76469,23.79246,43.9902,35.19226,19.79203,34.81445,22.2296,13.58442,12.1801,21.835,23.71296
137,24.18458,72.84432,5.364244,5.642664,5.446232,4.657244,5.89079,4.060119,4.311011,12.35194,13.33418,9.35855
138,24.18458,72.92394,23.20094,34.97964,32.94544,19.60956,27.12891,21.51421,15.69056,21.07473,28.10046,27.21652
139,24.18458,73.00357,39.95101,49.75353,37.44543,30.52299,42.82286,41.80852,32.73753,48.78305,53.23124,51.7458
140,24.18458,73.08319,8.96909,8.875325,7.554305,6.493266,9.218032,9.547884,7.999215,10.64581,12.71755,12.66749
141,24.18458,73.16282,1.337945,0.465039,1.046371,0.816511,1.148608,1.537456,1.35975,1.382446,2.287339,2.609632
142,24.10398,71.25181,1.460567,0.602188,0.573566,0.615459,1.250153,0.924794,0.124872,0.149367,0.672741,1.296493
143,24.10398,71.33144,38.58217,31.48441,32.94849,26.08287,37.64665,28.63319,22.72538,36.0044,34.66018,35.12415
144,24.10398,71.41106,86.58427,113.7336,112.4628,71.47175,95.09508,69.28785,68.88343,98.18846,94.13967,91.31345
145,24.10398,71.49069,99.03592,159.3027,144.5301,91.14514,117.6063,85.4998,98.13756,106.1768,114.0003,119.6665
146,24.10398,71.57031,115.0406,142.9166,117.4222,107.9425,146.0537,111.7621,115.1078,129.9741,128.2864,124.7308
147,24.10398,71.64994,150.945,171.4714,153.5044,117.9235,191.2961,155.5554,180.4755,156.9268,128.5308,126.4291
148,24.10398,71.72956,96.73196,101.4981,88.08964,84.39001,123.0592,98.28689,123.1068,145.0751,156.6736,134.8545
149,24.10398,71.80919,129.9625,192.1447,147.3223,111.2567,141.4657,106.1823,113.2644,134.1369,140.1959,129.7645
150,24.10398,71.88882,121.4243,191.7597,161.0016,102.1031,163.282,116.996,104.2942,127.6153,129.8972,123.4702
151,24.10398,71.96844,145.1041,152.3791,138.8298,110.3297,172.432,117.3477,107.34,121.4202,128.2425,125.593
152,24.10398,72.04807,96.14882,104.4568,95.464,81.97079,115.528,91.00738,103.4245,138.2086,126.3384,121.6062
153,24.10398,72.12769,137.2093,148.6614,126.4199,118.9101,197.662,135.8282,148.4839,155.669,153.7016,134.3175
154,24.10398,72.20732,137.2942,180.0278,199.024,128.0359,220.9834,146.3134,145.8827,143.8797,148.0269,143.6732
155,24.10398,72.28694,161.2625,167.6821,185.2306,127.3178,212.4936,152.8638,187.5516,170.1267,131.0142,106.7311
156,24.10398,72.36657,155.594,181.7398,182.6337,120.979,179.9334,131.278,159.8934,91.89781,126.3026,119.3732
157,24.10398,72.44619,101.4353,194.7856,206.6387,109.2964,168.6004,137.7769,121.978,105.3115,153.621,137.639
158,24.10398,72.52582,176.3328,138.8476,143.6248,134.3531,217.7938,150.0685,154.5347,158.7888,163.5369,143.3245
159,24.10398,72.60544,89.72952,124.33,104.5806,91.33813,111.4916,87.35992,113.4594,126.2895,115.6845,110.2227
160,24.10398,72.68507,49.95344,70.33981,67.98714,44.49178,57.19014,34.98531,52.03763,55.85653,63.64402,53.26291
161,24.10398,72.76469,14.67958,21.41277,17.98663,10.95226,15.63776,9.025134,13.64055,9.252446,14.48357,14.08953
162,24.10398,72.84432,5.111778,16.58094,8.057104,7.309072,6.259639,7.801816,6.533536,12.96607,15.16138,12.53336
163,24.10398,72.92394,35.6629,111.9093,77.64786,37.6182,56.42265,50.63336,39.75805,64.1664,89.1163,67.41148
164,24.10398,73.00357,146.6927,237.863,189.1826,126.9101,204.3792,186.2492,147.3981,222.7755,195.3625,157.7584
165,24.10398,73.08319,60.84779,55.73689,66.85638,53.18182,71.14477,72.02396,56.78524,88.99316,98.89169,93.50308
166,24.10398,73.16282,18.50143,15.8521,18.72842,17.61686,18.44279,33.88718,18.57211,45.32047,48.79035,39.00136
167,24.10398,73.24244,0.056775,0.064085,0.142255,0.154933,0.15926,0.161367,0.113708,0.182901,1.100467,0.599254
168,24.02338,71.25181,0.492371,0.158732,0.192837,0.248353,0.532614,0.457546,0.227265,0.292735,1.908522,1.526005
169,24.02338,71.33144,17.64712,10.63351,13.53303,13.94803,24.39401,22.03996,10.34275,14.67101,20.06643,17.67351
170,24.02338,71.41106,46.9408,53.72417,55.13774,48.04651,65.55077,60.13277,66.18645,71.16697,68.76471,60.23516
171,24.02338,71.49069,64.06254,74.04875,76.99287,67.34508,85.97139,77.69321,80.97316,100.8662,103.3444,105.177
172,24.02338,71.57031,61.01239,98.201,93.48431,74.18595,100.1731,75.08265,94.60448,108.52,111.6022,109.5145
173,24.02338,71.64994,100.6525,132.1091,135.8942,91.1374,133.5533,111.7831,138.2852,182.943,164.3097,134.1613
174,24.02338,71.72956,100.6132,162.6657,163.1545,97.57128,130.8814,101.498,116.4896,135.4997,145.9806,133.796
175,24.02338,71.80919,110.0574,158.2734,145.5042,103.1369,138.6773,104.6357,98.44128,131.3335,141.2877,135.0306
176,24.02338,71.88882,90.54636,140.1991,168.3584,89.94189,114.8611,96.5598,100.2322,142.3754,120.1925,122.2151
177,24.02338,71.96844,107.4599,139.1962,123.202,85.4709,140.5102,107.6342,85.82731,128.535,115.4899,107.7901
178,24.02338,72.04807,150.4431,134.6263,131.1773,125.3862,185.4705,140.8869,129.9442,175.7979,145.7108,136.8133
179,24.02338,72.12769,166.7552,150.7718,143.1118,143.4872,199.3235,175.9896,151.2843,158.5069,166.7254,154.5046
180,24.02338,72.20732,220.8978,263.1242,250.1339,205.3321,284.6742,223.2798,233.8405,162.2867,129.2878,110.6839
181,24.02338,72.28694,188.7124,197.0356,175.4805,186.8497,246.875,185.7215,189.4533,122.1563,107.373,122.5464
182,24.02338,72.36657,81.68446,114.0099,113.0594,83.38009,106.8331,84.90007,103.7267,100.2534,100.2427,104.4094
183,24.02338,72.44619,73.61804,144.5342,132.8311,83.30872,101.0534,80.0252,96.38908,138.0408,119.0394,122.889
184,24.02338,72.52582,85.25554,115.9958,102.2826,71.59802,106.5032,82.79013,91.58675,103.1646,104.186,98.14014
185,24.02338,72.60544,68.41626,87.4889,88.75119,65.35511,84.89279,64.2028,74.76029,105.9393,95.81621,90.39843
186,24.02338,72.68507,81.46664,109.7703,106.3522,88.86217,91.31322,76.90485,86.84682,81.05997,83.66715,88.08344
187,24.02338,72.76469,49.51327,50.26811,56.96717,43.2907,51.95683,47.05995,54.20263,51.33435,57.82136,52.89376
188,24.02338,72.84432,11.6736,9.498497,6.039275,8.326728,13.97561,9.458246,10.80575,11.97007,15.29266,11.91451
189,24.02338,72.92394,51.21703,65.72858,58.80122,50.26129,67.46962,68.05504,57.79404,81.55655,84.26936,84.71249
190,24.02338,73.00357,143.1551,186.4257,164.8046,146.0497,193.8049,190.7438,163.2383,247.2981,183.581,178.0539
191,24.02338,73.08319,104.7254,152.0772,128.8967,112.093,158.7171,149.0123,132.4516,212.3317,157.6148,166.9623
192,24.02338,73.16282,34.25257,66.46178,47.40896,37.53325,54.90767,48.72284,42.52005,67.51838,63.874,57.52652
193,24.02338,73.24244,15.4564,21.948,15.23927,13.94629,18.0507,18.71659,14.53845,26.28731,23.47356,20.72502
194,24.02338,73.32207,3.236967,2.844021,2.272884,2.228812,0.946102,4.921449,0.822724,2.523114,1.817636,2.865753
195,24.02338,73.40169,2.46932,4.01088,3.621429,1.885837,2.110356,2.941268,1.777043,0.873432,0.894413,1.490567
196,23.94278,70.13706,0.128129,0.153865,0.330317,0.405885,0.335901,0.493162,0.445713,0.449407,0.15639,0.372629
197,23.94278,70.21669,0.615225,0.736177,1.54945,1.904107,1.576345,2.307945,2.197581,2.11456,1.773273,1.516884
198,23.94278,70.37594,3.326787,4.920332,5.311814,3.804834,5.648849,0.636702,3.50316,3.105299,6.158679,4.217063
199,23.94278,70.45556,10.70242,6.431519,6.786145,12.33134,7.116882,1.10603,11.60708,10.13979,5.957582,4.707837
200,23.94278,70.53519,20.94704,21.94973,22.93323,25.97621,24.30145,7.417231,24.52611,22.70275,22.45836,22.17337
201,23.94278,70.61481,17.68903,19.36777,25.7503,23.36601,21.60002,10.9316,19.66996,19.43131,19.47441,22.5226
202,23.94278,70.69444,3.32029,16.32283,14.854,3.38693,19.28306,2.776427,1.750701,3.529881,16.41125,11.41662
203,23.94278,70.77406,0.011721,0.012694,0.010915,0.013508,0.01147,0.01346,0.01236,0.01827,0.146081,-0.04364
204,23.94278,70.85369,0.016252,0.017601,0.015134,0.018728,0.015903,0.018662,0.017137,0.025331,0.146081,-0.04364
205,23.94278,71.01294,0.009633,0.009343,0.010153,0.009494,0.008574,0.007804,0.007989,0.003816,0.146081,-0.04364
206,23.94278,71.09256,0.281954,0.273486,0.297193,0.277879,0.25095,0.228417,0.233839,0.111682,0.2542,0.129952
207,23.94278,71.25181,1.555879,4.331895,0.559488,0.770763,0.93075,1.145197,1.227373,1.758926,1.457919,0.87775
208,23.94278,71.33144,56.17056,73.61203,64.96041,56.79147,98.01054,89.08626,62.68737,61.50252,84.22213,71.00026
209,23.94278,71.41106,62.24466,76.0278,65.91745,59.12537,86.09641,72.21533,73.52215,63.92143,72.2075,73.85995
210,23.94278,71.49069,64.85971,81.29608,84.6394,56.8653,99.68264,82.14568,56.83067,52.9907,88.2064,74.84051
211,23.94278,71.57031,100.4975,95.38343,121.6013,90.68237,132.7329,113.3449,86.20354,72.32417,104.9385,96.97656
212,23.94278,71.64994,259.8174,246.3909,299.0233,244.5415,364.3587,294.2784,225.2473,204.9459,143.4962,119.3684
213,23.94278,71.72956,146.0149,169.5934,172.0664,118.1574,221.8301,162.0353,120.4137,130.9099,119.0899,123.1052
214,23.94278,71.80919,80.66907,163.0041,142.6367,76.18592,109.1141,90.30067,87.45546,98.72635,111.342,105.7051
215,23.94278,71.88882,59.76913,80.62252,85.17234,57.35717,71.61073,66.32193,78.60237,65.03607,67.75491,78.10316
216,23.94278,71.96844,148.1216,208.3169,167.7938,109.9918,171.7901,161.3927,113.1108,104.1329,137.2174,113.6211
217,23.94278,72.04807,166.4405,166.2262,176.1655,142.684,218.5149,186.4999,152.0677,67.24033,172.3459,153.5716
218,23.94278,72.12769,188.7159,183.9277,179.5926,208.5944,243.259,178.3708,200.9893,119.0146,110.9485,135.9464
219,23.94278,72.20732,209.4055,271.3467,253.7768,208.9198,286.2154,242.4182,229.8772,149.5229,130.8282,116.2094
220,23.94278,72.28694,181.0593,180.2879,172.6422,200.184,228.5468,180.375,216.9798,126.4392,106.3392,143.9717
221,23.94278,72.36657,148.673,158.0491,162.4886,189.2,193.261,173.1329,165.5125,153.4342,139.3826,149.1827
222,23.94278,72.44619,117.5434,143.62,129.7485,157.4235,154.8073,139.6319,156.153,135.409,140.1371,136.4317
223,23.94278,72.52582,138.4167,165.4552,140.4982,143.6228,162.1951,149.5598,148.5563,166.2967,151.2763,148.4054
224,23.94278,72.60544,128.0085,197.6205,205.7662,122.6796,152.0624,153.7569,145.0537,147.2796,158.7119,150.7611
225,23.94278,72.68507,216.7035,321.6196,323.113,236.6167,231.8634,239.0527,200.3005,165.9793,209.3819,223.2632
